390,4.07678E-04
391,4.97777E-04
392,6.06475E-04
393,7.37004E-04
394,8.92939E-04
395,1.07817E-03
396,1.29682E-03
397,1.55316E-03
398,1.85146E-03
399,2.19579E-03
400,2.58977E-03
401,3.03680E-03
402,3.54193E-03
403,4.11142E-03
404,4.75262E-03
405,5.47421E-03
406,6.28503E-03
407,7.18807E-03
408,8.18179E-03
409,9.26042E-03
410,1.04130E-02
411,1.16264E-02
412,1.28988E-02
413,1.42344E-02
414,1.56408E-02
415,1.71297E-02
416,1.87127E-02
417,2.03839E-02
418,2.21294E-02
419,2.39299E-02
420,2.57613E-02
421,2.76016E-02
422,2.94551E-02
423,3.13388E-02
424,3.32758E-02
425,3.52955E-02
426,3.74271E-02
427,3.96714E-02
428,4.20200E-02
429,4.44617E-02
430,4.69823E-02
431,4.95674E-02
432,5.22122E-02
433,5.49139E-02
434,5.76692E-02
435,6.04743E-02
436,6.33220E-02
437,6.61927E-02
438,6.90619E-02
439,7.19019E-02
440,7.46829E-02
441,7.73845E-02
442,8.00360E-02
443,8.26852E-02
444,8.53875E-02
445,8.82054E-02
446,9.11893E-02
447,9.43104E-02
448,9.75135E-02
449,1.00735E-01
450,1.03903E-01
451,1.06964E-01
452,1.09968E-01
453,1.12999E-01
454,1.16154E-01
455,1.19539E-01
456,1.23250E-01
457,1.27305E-01
458,1.31696E-01
459,1.36418E-01
460,1.41459E-01
461,1.46800E-01
462,1.52400E-01
463,1.58202E-01
464,1.64140E-01
465,1.70137E-01
466,1.76123E-01
467,1.82090E-01
468,1.88046E-01
469,1.94006E-01
470,1.99986E-01
471,2.06005E-01
472,2.12098E-01
473,2.18304E-01
474,2.24669E-01
475,2.31243E-01
476,2.38074E-01
477,2.45180E-01
478,2.52568E-01
479,2.60248E-01
480,2.68227E-01
481,2.76501E-01
482,2.85004E-01
483,2.93647E-01
484,3.02332E-01
485,3.10944E-01
486,3.19410E-01
487,3.27868E-01
488,3.36526E-01
489,3.45618E-01
490,3.55402E-01
491,3.66089E-01
492,3.77586E-01
493,3.89696E-01
494,4.02195E-01
495,4.14823E-01
496,4.27354E-01
497,4.39821E-01
498,4.52336E-01
499,4.65030E-01
500,4.78048E-01
501,4.91517E-01
502,5.05422E-01
503,5.19706E-01
504,5.34301E-01
505,5.49134E-01
506,5.64130E-01
507,5.79242E-01
508,5.94426E-01
509,6.09639E-01
510,6.24830E-01
511,6.39966E-01
512,6.55094E-01
513,6.70290E-01
514,6.85638E-01
515,7.01229E-01
