390,4.14616E-04
391,5.02833E-04
392,6.08499E-04
393,7.34444E-04
394,8.83739E-04
395,1.05965E-03
396,1.26553E-03
397,1.50475E-03
398,1.78049E-03
399,2.09557E-03
400,2.45219E-03
401,2.85222E-03
402,3.29912E-03
403,3.79747E-03
404,4.35277E-03
405,4.97172E-03
406,5.66101E-03
407,6.42161E-03
408,7.25031E-03
409,8.14017E-03
410,9.07986E-03
411,1.00561E-02
412,1.10646E-02
413,1.21052E-02
414,1.31801E-02
415,1.42938E-02
416,1.54500E-02
417,1.66409E-02
418,1.78530E-02
419,1.90702E-02
420,2.02737E-02
421,2.14481E-02
422,2.26004E-02
423,2.37479E-02
424,2.49125E-02
425,2.61211E-02
426,2.73992E-02
427,2.87499E-02
428,3.01691E-02
429,3.16514E-02
430,3.31904E-02
431,3.47791E-02
432,3.64149E-02
433,3.80957E-02
434,3.98184E-02
435,4.15794E-02
436,4.33710E-02
437,4.51718E-02
438,4.69542E-02
439,4.86872E-02
440,5.03366E-02
441,5.18761E-02
442,5.33222E-02
443,5.47060E-02
444,5.60634E-02
445,5.74339E-02
446,5.88511E-02
447,6.03081E-02
448,6.17864E-02
449,6.32657E-02
450,6.47235E-02
451,6.61475E-02
452,6.75726E-02
453,6.90493E-02
454,7.06328E-02
455,7.23834E-02
456,7.43596E-02
457,7.65938E-02
458,7.91144E-02
459,8.19535E-02
460,8.51482E-02
461,8.87266E-02
462,9.26601E-02
463,9.68972E-02
464,1.01375E-01
465,1.06014E-01
466,1.10738E-01
467,1.15511E-01
468,1.20312E-01
469,1.25116E-01
470,1.29896E-01
471,1.34630E-01
472,1.39331E-01
473,1.44023E-01
474,1.48737E-01
475,1.53507E-01
476,1.58364E-01
477,1.63320E-01
478,1.68376E-01
479,1.73537E-01
480,1.78805E-01
481,1.84182E-01
482,1.89656E-01
483,1.95210E-01
484,2.00826E-01
485,2.06483E-01
486,2.12183E-01
487,2.18028E-01
488,2.24159E-01
489,2.30730E-01
490,2.37916E-01
491,2.45871E-01
492,2.54602E-01
493,2.64076E-01
494,2.74249E-01
495,2.85068E-01
496,2.96484E-01
497,3.08501E-01
498,3.21139E-01
499,3.34418E-01
500,3.48354E-01
501,3.62960E-01
502,3.78228E-01
503,3.94136E-01
504,4.10658E-01
505,4.27760E-01
506,4.45399E-01
507,4.63540E-01
508,4.82138E-01
509,5.01143E-01
510,5.20497E-01
511,5.40139E-01
512,5.60021E-01
513,5.80097E-01
514,6.00317E-01
515,6.20626E-01
516,6.40940E-01
517,6.61077E-01
518,6.80813E-01
519,6.99904E-01
520,7.18089E-01
521,7.35159E-01
522,7.51182E-01
523,7.66314E-01
524,7.80735E-01
525,7.94645E-01
526,8.08207E-01
527,8.21382E-01
528,8.34070E-01
529,8.46171E-01
530,8.57580E-01
531,8.68241E-01
532,8.78306E-01
533,8.87991E-01
534,8.97521E-01
535,9.07135E-01
536,9.16995E-01
537,9.26929E-01
538,9.36673E-01
539,9.45948E-01
540,9.54468E-01
541,9.61983E-01
542,9.68439E-01
543,9.73829E-01
544,9.78152E-01
545,9.81411E-01
546,9.83667E-01
547,9.85208E-01
548,9.86381E-01
549,9.87536E-01
550,9.89023E-01
551,9.91081E-01
552,9.93491E-01
553,9.95917E-01
554,9.98021E-01
555,9.99461E-01
